Tweet,Tokens,Label,Prediction
student leader volunteer youth volunteer leni-kiko plaridel nakiki-isa pagsuporta kay vp sen kiko pangilinan kasama tropa senatorial slate samahan ninyo kulayan rosas pinapangarap bukas,"['student', 'leader', 'volunteer', 'youth', 'volunteer', 'leni-kiko', 'plaridel', 'nakiki-isa', 'pagsuporta', 'kay', 'vp', 'sen', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'samahan', 'ninyo', 'kulayan', 'rosas', 'pinapangarap', 'bukas']",Positive,0.9999998807907104
gobyernong tapat angat buhay si avril carat nakiki-isa pagsuporta kay vp sen kiko pangilinan kasama tropang angat bayan matagal nating pinapangarap tara samahan ninyo kulayan rosas kinabukasan,"['gobyernong', 'tapat', 'angat', 'buhay', 'si', 'avril', 'carat', 'nakiki-isa', 'pagsuporta', 'kay', 'vp', 'sen', 'kiko', 'pangilinan', 'kasama', 'tropang', 'angat', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahan', 'ninyo', 'kulayan', 'rosas', 'kinabukasan']",Positive,0.9999994039535522
si zai directioner boto kay girl almighty kasama stand pilipino si kiko pangilinan direksyon pangarap pag-angat buhay tara na't ipanalo natin,"['si', 'zai', 'directioner', 'boto', 'kay', 'girl', 'almighty', 'kasama', 'stand', 'pilipino', 'si', 'kiko', 'pangilinan', 'direksyon', 'pangarap', 'pag-angat', 'buhay', 'tara', ""na't"", 'ipanalo', 'natin']",Positive,0.9999986886978149
si ady antuking estudyante nakiki-isa pagsuporta kay vp sen kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap tara sama-sama nating kulayan rosas kinabukasan,"['si', 'ady', 'antuking', 'estudyante', 'nakiki-isa', 'pagsuporta', 'kay', 'vp', 'sen', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'sama-sama', 'nating', 'kulayan', 'rosas', 'kinabukasan']",Positive,0.9999972581863403
talaga natin tunay pagbabago kakayahan puso pagbabago,"['talaga', 'natin', 'tunay', 'pagbabago', 'kakayahan', 'puso', 'pagbabago']",Positive,0.9999933242797852
gobyernong tapat grey si ally nakiki-isa pagsuporta kay vp sen kiko pangilinan bayan matagal nating pinapangarap tara samahan ninyo kulayan rosas kinabukasan,"['gobyernong', 'tapat', 'grey', 'si', 'ally', 'nakiki-isa', 'pagsuporta', 'kay', 'vp', 'sen', 'kiko', 'pangilinan', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahan', 'ninyo', 'kulayan', 'rosas', 'kinabukasan']",Positive,0.9999932050704956
carat nakiki-isa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap tara samahan ninyo kulayan rosas kinabukasan,"['carat', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahan', 'ninyo', 'kulayan', 'rosas', 'kinabukasan']",Positive,0.9999918937683105
si gabby working student nakiki-isa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap tara samahan ninyo kulayan rosas kinabukasan,"['si', 'gabby', 'working', 'student', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahan', 'ninyo', 'kulayan', 'rosas', 'kinabukasan']",Positive,0.9999915361404419
si kuya bloom leni-kiko nakiki-isa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap tara samahan ninyo kulayan rosas kinabukasan,"['si', 'kuya', 'bloom', 'leni-kiko', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahan', 'ninyo', 'kulayan', 'rosas', 'kinabukasan']",Positive,0.999988317489624
true great leader positive vision people let's vote senator,"['true', 'great', 'leader', 'positive', 'vision', 'people', ""let's"", 'vote', 'senator']",Positive,0.9999649524688721
si keiko cardenas nakiki-isa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap tara samahan ninyo kulayan rosas kinabukasan,"['si', 'keiko', 'cardenas', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahan', 'ninyo', 'kulayan', 'rosas', 'kinabukasan']",Positive,0.99991774559021
plano palang kalaban si resibo pinapalad,"['plano', 'palang', 'kalaban', 'si', 'resibo', 'pinapalad']",Positive,0.9999171495437622
gobyernong tapat angat buhay si aly melody carat nakikiisa pagsuporta kay vp sen kiko pangilinan bayan matagal nating pinapangarap,"['gobyernong', 'tapat', 'angat', 'buhay', 'si', 'aly', 'melody', 'carat', 'nakikiisa', 'pagsuporta', 'kay', 'vp', 'sen', 'kiko', 'pangilinan', 'bayan', 'matagal', 'nating', 'pinapangarap']",Positive,0.9999152421951294
gobyernong tapat angat buhay si rhoa matias bottom(char nursing student nakiki-isa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap,"['gobyernong', 'tapat', 'angat', 'buhay', 'si', 'rhoa', 'matias', 'bottom(char', 'nursing', 'student', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap']",Positive,0.9998676776885986
