Token,TFIDF_Value
aattend,5.537961436294641
nangyari,5.537961436294641
napapa,5.537961436294641
napakalaking,5.537961436294641
napakagandang,5.537961436294641
napakadaming,5.537961436294641
napakadali,5.537961436294641
nanood,5.537961436294641
naniniwala,5.537961436294641
naninira,5.537961436294641
nangangampanya,5.537961436294641
napatunayan,5.537961436294641
nang,5.537961436294641
nanay,5.537961436294641
namumuhay,5.537961436294641
namesake,5.537961436294641
name,5.537961436294641
nambully,5.537961436294641
namatayan,5.537961436294641
namatay,5.537961436294641
napasa,5.537961436294641
narcos,5.537961436294641
pertaining,5.537961436294641
nauuna,5.537961436294641
ngarag,5.537961436294641
ngang,5.537961436294641
new,5.537961436294641
never,5.537961436294641
network,5.537961436294641
netong,5.537961436294641
neoliberalism,5.537961436294641
nawawala,5.537961436294641
nation's,5.537961436294641
narrative,5.537961436294641
nating,5.537961436294641
natawa,5.537961436294641
natataranta,5.537961436294641
natatalo,5.537961436294641
natalo,5.537961436294641
nasty,5.537961436294641
nasangkot,5.537961436294641
nasabing,5.537961436294641
namang,5.537961436294641
nalaman,5.537961436294641
nakuha,5.537961436294641
nabibigay,5.537961436294641
nagfile,5.537961436294641
nagcomment,5.537961436294641
nagbubulag-bulagan,5.537961436294641
nag-benefit,5.537961436294641
nag,5.537961436294641
nadeklara,5.537961436294641
nacionalista,5.537961436294641
nabubuhay,5.537961436294641
nabankrupt,5.537961436294641
nakow,5.537961436294641
naagawan,5.537961436294641
mundo,5.537961436294641
mukha,5.537961436294641
msy,5.537961436294641
msmes,5.537961436294641
ms,5.537961436294641
mrs,5.537961436294641
movies,5.537961436294641
nagiging,5.537961436294641
nagkakaproj,5.537961436294641
nagkakasugat,5.537961436294641
naglalabas,5.537961436294641
nako,5.537961436294641
nakikita,5.537961436294641
nakikisawsaw,5.537961436294641
nakikinig,5.537961436294641
nakaw,5.537961436294641
nakasaad,5.537961436294641
nakakulong,5.537961436294641
nakakaintindi,5.537961436294641
nakakahiya,5.537961436294641
najud,5.537961436294641
nagtutulak,5.537961436294641
nagsuicide,5.537961436294641
nagsasabing,5.537961436294641
nagpapanggap,5.537961436294641
nagpapa-recount,5.537961436294641
nagpakalat,5.537961436294641
nagmimisa,5.537961436294641
ngaun,5.537961436294641
