Tweet,Tokens,Label,Prediction
nagsasabing bobo si gago mas bobo kayo hahahahahaha,"['nagsasabing', 'bobo', 'si', 'gago', 'mas', 'bobo', 'kayo', 'hahahahahaha']",Negative,0.9999983310699463
reading comments running president gosh apaka dami pading bobo bulag toxic pilipino akala sinong makapang lait good evil coexist damn seriously nakukuha taong yung audacity,"['reading', 'comments', 'running', 'president', 'gosh', 'apaka', 'dami', 'pading', 'bobo', 'bulag', 'toxic', 'pilipino', 'akala', 'sinong', 'makapang', 'lait', 'good', 'evil', 'coexist', 'damn', 'seriously', 'nakukuha', 'taong', 'yung', 'audacity']",Negative,0.9999492168426514
bobo talaga eh,"['bobo', 'talaga', 'eh']",Negative,0.9994729161262512
biggest flaws nating supporters eh yung pagiging elitista meron ayaw mag-encourage kesyo bobo pinag-aralan nakakaintindi mind guys yan makakakuha boto ibang tao,"['biggest', 'flaws', 'nating', 'supporters', 'eh', 'yung', 'pagiging', 'elitista', 'meron', 'ayaw', 'mag-encourage', 'kesyo', 'bobo', 'pinag-aralan', 'nakakaintindi', 'mind', 'guys', 'yan', 'makakakuha', 'boto', 'ibang', 'tao']",Negative,0.9994547963142395
"nasabing takot si bbmarcos?!ng umattend si smni presidential debate,eh lalong takot duwag si advance questions bobo","['nasabing', 'takot', 'si', 'bbmarcos?!ng', 'umattend', 'si', 'smni', 'presidential', 'debate,eh', 'lalong', 'takot', 'duwag', 'si', 'advance', 'questions', 'bobo']",Negative,0.9992642998695374
ibiboto sana kaso nalaman pala worst vp bansang pilipinas lumabas abs cbn network reactions comments fb puro negative pagkakatiwalaan search google bobo ba si malalaman sagot dali,"['ibiboto', 'sana', 'kaso', 'nalaman', 'pala', 'worst', 'vp', 'bansang', 'pilipinas', 'lumabas', 'abs', 'cbn', 'network', 'reactions', 'comments', 'fb', 'puro', 'negative', 'pagkakatiwalaan', 'search', 'google', 'bobo', 'ba', 'si', 'malalaman', 'sagot', 'dali']",Negative,0.9991033673286438
smni debates matter nice debate biased shunga nyo duwag npa,"['smni', 'debates', 'matter', 'nice', 'debate', 'biased', 'shunga', 'nyo', 'duwag', 'npa']",Negative,0.999100923538208
smni debates matter nice debate biased shunga nyo duwag npa,"['smni', 'debates', 'matter', 'nice', 'debate', 'biased', 'shunga', 'nyo', 'duwag', 'npa']",Negative,0.999100923538208
still can't believe year old cousin degree palamunin magulang audacity call bobo bhie nahiya naman yung degrees sayo,"['still', ""can't"", 'believe', 'year', 'old', 'cousin', 'degree', 'palamunin', 'magulang', 'audacity', 'call', 'bobo', 'bhie', 'nahiya', 'naman', 'yung', 'degrees', 'sayo']",Negative,0.9990208148956299
kakampwet hayop ta ina lalo nyo lang pinatunayan maganda impluwensya letseng bobo ganyan klase bulok lider nyo ganyan impluwensya inyo kabataan pinag mamalaki nyo suicide incident,"['kakampwet', 'hayop', 'ta', 'ina', 'lalo', 'nyo', 'lang', 'pinatunayan', 'maganda', 'impluwensya', 'letseng', 'bobo', 'ganyan', 'klase', 'bulok', 'lider', 'nyo', 'ganyan', 'impluwensya', 'inyo', 'kabataan', 'pinag', 'mamalaki', 'nyo', 'suicide', 'incident']",Negative,0.9989438652992249
bobo marunong ilocano attending debates arent organized chronies duwag amputa think sya front runner tama ba yon pinas,"['bobo', 'marunong', 'ilocano', 'attending', 'debates', 'arent', 'organized', 'chronies', 'duwag', 'amputa', 'think', 'sya', 'front', 'runner', 'tama', 'ba', 'yon', 'pinas']",Negative,0.9987019300460815
pota ba nadeklara nyan ulol,"['pota', 'ba', 'nadeklara', 'nyan', 'ulol']",Negative,0.9985705614089966
mataas tingin porket l3nik1ko iboboto tingin nyo...kahat bbm supporters tanga masama ugali agnanakaw haha iiyak kayo president,"['mataas', 'tingin', 'porket', 'l3nik1ko', 'iboboto', 'tingin', 'nyo...kahat', 'bbm', 'supporters', 'tanga', 'masama', 'ugali', 'agnanakaw', 'haha', 'iiyak', 'kayo', 'president']",Negative,0.9979041814804077
smni debates matter nice debate biased shunga nyo duwag,"['smni', 'debates', 'matter', 'nice', 'debate', 'biased', 'shunga', 'nyo', 'duwag']",Negative,0.9976096153259277
peace tau hehe wag lang yun absent si dayunyor duwag hahaha,"['peace', 'tau', 'hehe', 'wag', 'lang', 'yun', 'absent', 'si', 'dayunyor', 'duwag', 'hahaha']",Negative,0.9974620342254639
oh mahirap intindihin ung magnanakaw tax evader namemeke bachelor's degree nasangkot pork barrel scam si,"['oh', 'mahirap', 'intindihin', 'ung', 'magnanakaw', 'tax', 'evader', 'namemeke', ""bachelor's"", 'degree', 'nasangkot', 'pork', 'barrel', 'scam', 'si']",Negative,0.9957349300384521
mas bobo ho si hello supporters nya wag sya umattend anong debate bias kay bbm sya aattend dun mas kaila gan ibang kandidato yun naman tumaas boto nila.sila nalang,"['mas', 'bobo', 'ho', 'si', 'hello', 'supporters', 'nya', 'wag', 'sya', 'umattend', 'anong', 'debate', 'bias', 'kay', 'bbm', 'sya', 'aattend', 'dun', 'mas', 'kaila', 'gan', 'ibang', 'kandidato', 'yun', 'naman', 'tumaas', 'boto', 'nila.sila', 'nalang']",Negative,0.9949081540107727
question who's hypocrite applies inday espina varona ipokrito trapo applies,"['question', ""who's"", 'hypocrite', 'applies', 'inday', 'espina', 'varona', 'ipokrito', 'trapo', 'applies']",Negative,0.994443953037262
yung anak gago kumakanta presidente hahahahahhaa cute bbm kaming baby lang ata hahaha,"['yung', 'anak', 'gago', 'kumakanta', 'presidente', 'hahahahahhaa', 'cute', 'bbm', 'kaming', 'baby', 'lang', 'ata', 'hahaha']",Negative,0.9924665093421936
see men position afraid anong twist niyo teh maniniwala trapo,"['see', 'men', 'position', 'afraid', 'anong', 'twist', 'niyo', 'teh', 'maniniwala', 'trapo']",Negative,0.9919981360435486
ngarag shunga inendorse niyo si bobong narcos noong talunan tatalunin rin vpresidente,"['ngarag', 'shunga', 'inendorse', 'niyo', 'si', 'bobong', 'narcos', 'noong', 'talunan', 'tatalunin', 'rin', 'vpresidente']",Negative,0.9916108250617981
rin ayaw makabalik lalo si makikita lang pag eleksyon ginagastos ninakaw pamilya baguhin history kaapuapuhan maitatanggi si fm diktador magnanakaw mandarambong abusado kapangyarihan,"['rin', 'ayaw', 'makabalik', 'lalo', 'si', 'makikita', 'lang', 'pag', 'eleksyon', 'ginagastos', 'ninakaw', 'pamilya', 'baguhin', 'history', 'kaapuapuhan', 'maitatanggi', 'si', 'fm', 'diktador', 'magnanakaw', 'mandarambong', 'abusado', 'kapangyarihan']",Negative,0.9915120005607605
public servant years fucking years anything flaunted wealth philippines dying hunger everyone famished deserve respect fuck fuck marcoses,"['public', 'servant', 'years', 'fucking', 'years', 'anything', 'flaunted', 'wealth', 'philippines', 'dying', 'hunger', 'everyone', 'famished', 'deserve', 'respect', 'fuck', 'fuck', 'marcoses']",Negative,0.9912627935409546
fake leader vote wisely agree dilawan sumira pagkabuklod buklod pilipino puro dahilan lalaban lang pla si gustong manira brainwash tao,"['fake', 'leader', 'vote', 'wisely', 'agree', 'dilawan', 'sumira', 'pagkabuklod', 'buklod', 'pilipino', 'puro', 'dahilan', 'lalaban', 'lang', 'pla', 'si', 'gustong', 'manira', 'brainwash', 'tao']",Negative,0.9900707602500916
dami pagkakataon tama current positions wala nothing tapos humpay promise trapong-trapo lang talaga galawan pakidagdag dyan si makapag-malinis humpay,"['dami', 'pagkakataon', 'tama', 'current', 'positions', 'wala', 'nothing', 'tapos', 'humpay', 'promise', 'trapong-trapo', 'lang', 'talaga', 'galawan', 'pakidagdag', 'dyan', 'si', 'makapag-malinis', 'humpay']",Negative,0.989296019077301
high time descends upon bobong play little smni field eat alive dun nakakulong lulong biktima propaganda stir disillusioned little boy makoy,"['high', 'time', 'descends', 'upon', 'bobong', 'play', 'little', 'smni', 'field', 'eat', 'alive', 'dun', 'nakakulong', 'lulong', 'biktima', 'propaganda', 'stir', 'disillusioned', 'little', 'boy', 'makoy']",Negative,0.9868738055229187
hoy bbm trolls imbes ipatrend niyo lang yung interview adik niyong kandidato naninira nanaman kayo hahahah kayo kayo lang nanaman nanood nung basurang interview hahaha,"['hoy', 'bbm', 'trolls', 'imbes', 'ipatrend', 'niyo', 'lang', 'yung', 'interview', 'adik', 'niyong', 'kandidato', 'naninira', 'nanaman', 'kayo', 'hahahah', 'kayo', 'kayo', 'lang', 'nanaman', 'nanood', 'nung', 'basurang', 'interview', 'hahaha']",Negative,0.9864848852157593
marcosjr duwag ayaw umattend debate kayang ipagtanggol pamilya nya pamilya nya nga nya kayang ipagtanggol panindigan sambayanang pilipino gising pilipinas win,"['marcosjr', 'duwag', 'ayaw', 'umattend', 'debate', 'kayang', 'ipagtanggol', 'pamilya', 'nya', 'pamilya', 'nya', 'nga', 'nya', 'kayang', 'ipagtanggol', 'panindigan', 'sambayanang', 'pilipino', 'gising', 'pilipinas', 'win']",Negative,0.985969066619873
marcosjr duwag ayaw umattend debate kayang ipagtanggol pamilya nya pamilya nya nga nya kayang ipagtanggol panindigan sambayanang pilipino gising pilipinas win,"['marcosjr', 'duwag', 'ayaw', 'umattend', 'debate', 'kayang', 'ipagtanggol', 'pamilya', 'nya', 'pamilya', 'nya', 'nga', 'nya', 'kayang', 'ipagtanggol', 'panindigan', 'sambayanang', 'pilipino', 'gising', 'pilipinas', 'win']",Negative,0.985969066619873
marcosjr duwag ayaw umattend debate kayang ipagtanggol pamilya nya pamilya nya nga nya kayang ipagtanggol panindigan sambayanang pilipino gising pilipinas win,"['marcosjr', 'duwag', 'ayaw', 'umattend', 'debate', 'kayang', 'ipagtanggol', 'pamilya', 'nya', 'pamilya', 'nya', 'nga', 'nya', 'kayang', 'ipagtanggol', 'panindigan', 'sambayanang', 'pilipino', 'gising', 'pilipinas', 'win']",Negative,0.985969066619873
believe current admin failure please know one true opposition candidate vp yung dyan mahirap script masyadong trapo galawan,"['believe', 'current', 'admin', 'failure', 'please', 'know', 'one', 'true', 'opposition', 'candidate', 'vp', 'yung', 'dyan', 'mahirap', 'script', 'masyadong', 'trapo', 'galawan']",Negative,0.9839888215065002
marcos&amp sara zimmerman duterte damaged goods.nobody believes anymore-not even spouses-not even pets.never kleptocracy!never autocracy!huwag iboto magnanakaw!huwag iboto anak magnanakaw extrajudicial killer,"['marcos&amp', 'sara', 'zimmerman', 'duterte', 'damaged', 'goods.nobody', 'believes', 'anymore-not', 'even', 'spouses-not', 'even', 'pets.never', 'kleptocracy!never', 'autocracy!huwag', 'iboto', 'magnanakaw!huwag', 'iboto', 'anak', 'magnanakaw', 'extrajudicial', 'killer']",Negative,0.9807718396186829
tagal niyo sinasabi magnanakaw eh di naman guilty si hahaha tatay tinutukoy niyo,"['tagal', 'niyo', 'sinasabi', 'magnanakaw', 'eh', 'di', 'naman', 'guilty', 'si', 'hahaha', 'tatay', 'tinutukoy', 'niyo']",Negative,0.9791801571846008
pwede bang pakipatay nalang mic pag topic human rights tapos lakas loob bukambibig si red-tagger torturer berdugo wala kang karapatan magsalita,"['pwede', 'bang', 'pakipatay', 'nalang', 'mic', 'pag', 'topic', 'human', 'rights', 'tapos', 'lakas', 'loob', 'bukambibig', 'si', 'red-tagger', 'torturer', 'berdugo', 'wala', 'kang', 'karapatan', 'magsalita']",Negative,0.9775387644767761
would exposed kabobohan others sunog sunog kakampota kasi malaking duwag si there's doubt bbm break next survey polls,"['would', 'exposed', 'kabobohan', 'others', 'sunog', 'sunog', 'kakampota', 'kasi', 'malaking', 'duwag', 'si', ""there's"", 'doubt', 'bbm', 'break', 'next', 'survey', 'polls']",Negative,0.9765719175338745
news presidential candidate skipped comelec presidential debate tonight attended meeting local chief executives joined governors different provinces bbm supporter tae lakas anong malakas dyan di nga umattend,"['news', 'presidential', 'candidate', 'skipped', 'comelec', 'presidential', 'debate', 'tonight', 'attended', 'meeting', 'local', 'chief', 'executives', 'joined', 'governors', 'different', 'provinces', 'bbm', 'supporter', 'tae', 'lakas', 'anong', 'malakas', 'dyan', 'di', 'nga', 'umattend']",Negative,0.9765641689300537
saludo sikmura lumulunok katotohanang karapat-dapat si anak magnanakaw diktador nagbubulag-bulagan rin,"['saludo', 'sikmura', 'lumulunok', 'katotohanang', 'karapat-dapat', 'si', 'anak', 'magnanakaw', 'diktador', 'nagbubulag-bulagan', 'rin']",Negative,0.9749068021774292
lutang magnanakaw boto magnanakaw pwesto gobyerno magnakaw gawin ulit magnakaw ulit boto,"['lutang', 'magnanakaw', 'boto', 'magnanakaw', 'pwesto', 'gobyerno', 'magnakaw', 'gawin', 'ulit', 'magnakaw', 'ulit', 'boto']",Negative,0.9738546013832092
ilabas nga saln ngaun akala ayaw kc gagawan issue yan hahaha,"['ilabas', 'nga', 'saln', 'ngaun', 'akala', 'ayaw', 'kc', 'gagawan', 'issue', 'yan', 'hahaha']",Negative,0.9738016724586487
raw magnanakaw si gonna forget involvement pork barrel scam focus windmill project ilocos norte ok,"['raw', 'magnanakaw', 'si', 'gonna', 'forget', 'involvement', 'pork', 'barrel', 'scam', 'focus', 'windmill', 'project', 'ilocos', 'norte', 'ok']",Negative,0.9729728698730469
gago daming kotse bgc bumubusina tune presidente bise presidente kiko pangilinan hahahahaha,"['gago', 'daming', 'kotse', 'bgc', 'bumubusina', 'tune', 'presidente', 'bise', 'presidente', 'kiko', 'pangilinan', 'hahahahaha']",Negative,0.9723325967788696
vote wisely choose alisin alisin gobyerno magnanakaw kaban bayan,"['vote', 'wisely', 'choose', 'alisin', 'alisin', 'gobyerno', 'magnanakaw', 'kaban', 'bayan']",Negative,0.968629002571106
loser sign pinauso taga-suporta pinklawan,"['loser', 'sign', 'pinauso', 'taga-suporta', 'pinklawan']",Negative,0.9658969044685364
ganyan nalang kontra sasabihin bbm kase wala yung amo kakambing imagine answer question halatang di kayang sagutin,"['ganyan', 'nalang', 'kontra', 'sasabihin', 'bbm', 'kase', 'wala', 'yung', 'amo', 'kakambing', 'imagine', 'answer', 'question', 'halatang', 'di', 'kayang', 'sagutin']",Negative,0.9633851647377014
pinapayagan nga magdala kodigo pag bumoboto magkakamali lol pangilinan kiko,"['pinapayagan', 'nga', 'magdala', 'kodigo', 'pag', 'bumoboto', 'magkakamali', 'lol', 'pangilinan', 'kiko']",Negative,0.9611287713050842
