Token,TFIDF_Value
aattend,5.448516375942715
napakalaking,5.448516375942715
napakadali,5.448516375942715
nanood,5.448516375942715
naninira,5.448516375942715
nangyari,5.448516375942715
nangangampanya,5.448516375942715
nang,5.448516375942715
nanay,5.448516375942715
namumuhay,5.448516375942715
namesake,5.448516375942715
name,5.448516375942715
nambully,5.448516375942715
namatayan,5.448516375942715
namatay,5.448516375942715
namang,5.448516375942715
nalaman,5.448516375942715
napakadaming,5.448516375942715
napapa,5.448516375942715
nakikita,5.448516375942715
napatunayan,5.448516375942715
netong,5.448516375942715
nawawala,5.448516375942715
nauuna,5.448516375942715
nation's,5.448516375942715
nating,5.448516375942715
naten,5.448516375942715
natawa,5.448516375942715
natataranta,5.448516375942715
natatalo,5.448516375942715
natalo,5.448516375942715
nasty,5.448516375942715
nasangkot,5.448516375942715
nasabing,5.448516375942715
narrative,5.448516375942715
narinig,5.448516375942715
nakow,5.448516375942715
nakikisawsaw,5.448516375942715
ngang,5.448516375942715
nagfile,5.448516375942715
nagbubulag-bulagan,5.448516375942715
nagawa,5.448516375942715
nag-iba,5.448516375942715
nag-benefit,5.448516375942715
nag,5.448516375942715
nadeklara,5.448516375942715
nabubuhay,5.448516375942715
nabibigay,5.448516375942715
nabankrupt,5.448516375942715
naagawan,5.448516375942715
mythmaking,5.448516375942715
mundo,5.448516375942715
mukha,5.448516375942715
msy,5.448516375942715
msmes,5.448516375942715
nagcomment,5.448516375942715
nagiging,5.448516375942715
nakikinig,5.448516375942715
nagkakaproj,5.448516375942715
nakaw,5.448516375942715
nakasaad,5.448516375942715
nakakulong,5.448516375942715
nakakaintindi,5.448516375942715
nakakahiya,5.448516375942715
najud,5.448516375942715
nagtutulak,5.448516375942715
nagsuicide,5.448516375942715
nagsasabing,5.448516375942715
nagpapanggap,5.448516375942715
nagpapa-recount,5.448516375942715
nagpakalat,5.448516375942715
nagmimisa,5.448516375942715
naglalabas,5.448516375942715
nagkakasugat,5.448516375942715
network,5.448516375942715
ngarag,5.448516375942715
kbp,5.448516375942715
pangaabuso,5.448516375942715
pandemic,5.448516375942715
panalo,5.448516375942715
pamamalakad,5.448516375942715
palusot,5.448516375942715
paloko,5.448516375942715
palamunin,5.448516375942715
pakipatay,5.448516375942715
pakipanalo,5.448516375942715
pakidagdag,5.448516375942715
pakana,5.448516375942715
pakakawalan,5.448516375942715
pagtingin,5.448516375942715
pagsuporta,5.448516375942715
pagpapakalat,5.448516375942715
pagmamalaki,5.448516375942715
pandemyang,5.448516375942715
pangalan,5.448516375942715
pagkakatiwalaan,5.448516375942715
pangulong,5.448516375942715
patuloy,5.448516375942715
past,5.448516375942715
party,5.448516375942715
participating,5.448516375942715
parin,5.448516375942715
pari,5.448516375942715
parents,5.448516375942715
pareja,5.448516375942715
pare,5.448516375942715
papunta,5.448516375942715
papogian,5.448516375942715
papayag,5.448516375942715
panlalamang,5.448516375942715
paniwala,5.448516375942715
paninira,5.448516375942715
pagkapangulo,5.448516375942715
pagkakataon,5.448516375942715
ngaun,5.448516375942715
obscure,5.448516375942715
nyo...kaya,5.448516375942715
nyo...kahat,5.448516375942715
number,5.448516375942715
notorious,5.448516375942715
norte,5.448516375942715
no-shows,5.448516375942715
nman,5.448516375942715
nku,5.448516375942715
nko,5.448516375942715
niyong,5.448516375942715
ninoy,5.448516375942715
nina,5.448516375942715
nila.sila,5.448516375942715
nickname,5.448516375942715
ngayong,5.448516375942715
nyong,5.448516375942715
offense,5.448516375942715
pagkabuklod,5.448516375942715
ofw,5.448516375942715
pagkabise,5.448516375942715
pagiging,5.448516375942715
padre,5.448516375942715
pading,5.448516375942715
paawat,5.448516375942715
p205bn,5.448516375942715
p203b,5.448516375942715
p100bn,5.448516375942715
owned,5.448516375942715
ousted,5.448516375942715
others,5.448516375942715
organized,5.448516375942715
opponent,5.448516375942715
one,5.448516375942715
ol,5.448516375942715
ms,5.448516375942715
mrs,5.448516375942715
movies,5.448516375942715
lipunan,5.448516375942715
linis,5.448516375942715
lilipat,5.448516375942715
likely,5.448516375942715
lied,5.448516375942715
lie,5.448516375942715
liders,5.448516375942715
lider,5.448516375942715
liberal,5.448516375942715
libel,5.448516375942715
liar,5.448516375942715
liability,5.448516375942715
liabilities,5.448516375942715
letter,5.448516375942715
letseng,5.448516375942715
legal,5.448516375942715
lipat,5.448516375942715
literal,5.448516375942715
leche,5.448516375942715
little,5.448516375942715
mabuhay,5.448516375942715
mabibigay,5.448516375942715
m@rc,5.448516375942715
lumulunok,5.448516375942715
lulong,5.448516375942715
lugaw,5.448516375942715
loyalty,5.448516375942715
low,5.448516375942715
loveyah,5.448516375942715
loved,5.448516375942715
lost,5.448516375942715
lng,5.448516375942715
living,5.448516375942715
lives,5.448516375942715
live,5.448516375942715
legacy,5.448516375942715
least,5.448516375942715
movement,5.448516375942715
kos,5.448516375942715
kontra,5.448516375942715
konsencia,5.448516375942715
kolokoy,5.448516375942715
known,5.448516375942715
knew,5.448516375942715
kna,5.448516375942715
kmi,5.448516375942715
klooban,5.448516375942715
klase,5.448516375942715
kita,5.448516375942715
kilatisin,5.448516375942715
kiiied,5.448516375942715
kht,5.448516375942715
kesyo,5.448516375942715
kendi,5.448516375942715
korapsyon,5.448516375942715
kotse,5.448516375942715
leading,5.448516375942715
kulay,5.448516375942715
leaders,5.448516375942715
lbm,5.448516375942715
late,5.448516375942715
lastly,5.448516375942715
langit,5.448516375942715
lalu,5.448516375942715
lalong,5.448516375942715
lalaki,5.448516375942715
lalaban,5.448516375942715
lait,5.448516375942715
labag,5.448516375942715
l3nik1ko,5.448516375942715
kyungsoo,5.448516375942715
kumita,5.448516375942715
kumakanta,5.448516375942715
mabuting,5.448516375942715
madalian,5.448516375942715
madam,5.448516375942715
maynila,5.448516375942715
matsing,5.448516375942715
matalo,5.448516375942715
mataas,5.448516375942715
masyadong,5.448516375942715
mass,5.448516375942715
masagana,5.448516375942715
masabing,5.448516375942715
marunong,5.448516375942715
manirahan,5.448516375942715
manila,5.448516375942715
mandarambong,5.448516375942715
manalong,5.448516375942715
mana,5.448516375942715
mamuno,5.448516375942715
mamention,5.448516375942715
mauto,5.448516375942715
means,5.448516375942715
madame,5.448516375942715
men,5.448516375942715
mother,5.448516375942715
mostly,5.448516375942715
mold,5.448516375942715
mo4d,5.448516375942715
mkikita,5.448516375942715
misogynists,5.448516375942715
mismong,5.448516375942715
misinformation,5.448516375942715
mindset,5.448516375942715
mind,5.448516375942715
millions,5.448516375942715
mic,5.448516375942715
mg,5.448516375942715
meron,5.448516375942715
mentioning,5.448516375942715
mamayagpag,5.448516375942715
mamamatay,5.448516375942715
mamalaki,5.448516375942715
maloko,5.448516375942715
mahiya,5.448516375942715
mahihirap,5.448516375942715
magsisimba,5.448516375942715
magsalita,5.448516375942715
magnanakw,5.448516375942715
magnakaw,5.448516375942715
maglinis,5.448516375942715
magkatawa,5.448516375942715
magkaron,5.448516375942715
magiging,5.448516375942715
magbulag-bulagan,5.448516375942715
magbingi-bingihan,5.448516375942715
maganda,5.448516375942715
mag-encourage,5.448516375942715
madami,5.448516375942715
mainam,5.448516375942715
maitatanggi,5.448516375942715
majority,5.448516375942715
makes,5.448516375942715
mali,5.448516375942715
malalaman,5.448516375942715
malaking,5.448516375942715
makoy,5.448516375942715
makinig,5.448516375942715
makikita,5.448516375942715
makeover,5.448516375942715
makabalik,5.448516375942715
makatao,5.448516375942715
makasabi,5.448516375942715
makapang,5.448516375942715
makapag-malinis,5.448516375942715
makamayaman,5.448516375942715
makakakuha,5.448516375942715
payo,5.448516375942715
peace,5.448516375942715
pedler,5.448516375942715
though,5.448516375942715
thief,5.448516375942715
thick,5.448516375942715
they've,5.448516375942715
there's,5.448516375942715
text,5.448516375942715
terror,5.448516375942715
terms,5.448516375942715
term,5.448516375942715
telling,5.448516375942715
teleprompters,5.448516375942715
teka,5.448516375942715
teen,5.448516375942715
teacher,5.448516375942715
tayong,5.448516375942715
tawaging,5.448516375942715
thing,5.448516375942715
thousands,5.448516375942715
tatay,5.448516375942715
tila,5.448516375942715
trap,5.448516375942715
torturer,5.448516375942715
topic,5.448516375942715
top,5.448516375942715
too.i,5.448516375942715
toni's,5.448516375942715
toh,5.448516375942715
tiwala,5.448516375942715
tiring,5.448516375942715
tired,5.448516375942715
tirahin,5.448516375942715
tinutukoy,5.448516375942715
tingin,5.448516375942715
tinaguriang,5.448516375942715
times,5.448516375942715
tau,5.448516375942715
tatalunin,5.448516375942715
soon,5.448516375942715
sumama,5.448516375942715
sugat,5.448516375942715
stuff,5.448516375942715
study,5.448516375942715
studies,5.448516375942715
straight,5.448516375942715
stop,5.448516375942715
stolen,5.448516375942715
stimulus,5.448516375942715
still,5.448516375942715
steal,5.448516375942715
sr,5.448516375942715
spreading,5.448516375942715
specifics,5.448516375942715
source,5.448516375942715
sound,5.448516375942715
