Tweet,Tokens,Label,Prediction
nagsasabing bobo si gago mas bobo kayo hahahahahaha,"['nagsasabing', 'bobo', 'si', 'gago', 'mas', 'bobo', 'kayo', 'hahahahahaha']",Hate,0.9999991059303284
anong ikinagagalit is/ko color fuchsia bang problema nya gustong independyente magpalit color si magpapalit yung kulay dilaw inilagaan binato nyo tae oo dinumihan nyo tae fake news marumi,"['anong', 'ikinagagalit', 'is/ko', 'color', 'fuchsia', 'bang', 'problema', 'nya', 'gustong', 'independyente', 'magpalit', 'color', 'si', 'magpapalit', 'yung', 'kulay', 'dilaw', 'inilagaan', 'binato', 'nyo', 'tae', 'oo', 'dinumihan', 'nyo', 'tae', 'fake', 'news', 'marumi']",Hate,0.9999940991401672
taas standard pulitiko bobo nga tanga pwe,"['taas', 'standard', 'pulitiko', 'bobo', 'nga', 'tanga', 'pwe']",Hate,0.9999915957450867
mahilig gumamit salitang tanga bobo supporters,"['mahilig', 'gumamit', 'salitang', 'tanga', 'bobo', 'supporters']",Hate,0.9999873638153076
started klase demonyo ugali tutlaran sumusunod lalo kabataan simpleng slogan nga kang eh basura ba magtaka buo pagkatao gayahin follower nya bobo makasarili worst bulag magkano bayad inyo uto uto,"['started', 'klase', 'demonyo', 'ugali', 'tutlaran', 'sumusunod', 'lalo', 'kabataan', 'simpleng', 'slogan', 'nga', 'kang', 'eh', 'basura', 'ba', 'magtaka', 'buo', 'pagkatao', 'gayahin', 'follower', 'nya', 'bobo', 'makasarili', 'worst', 'bulag', 'magkano', 'bayad', 'inyo', 'uto', 'uto']",Hate,0.9999825954437256
yung super trying hard ulol trolls lbm loser daw yung nag-iisang babae gyera si lbm kasi balls nothing butlog ekis...the biggest fucking loser periodt,"['yung', 'super', 'trying', 'hard', 'ulol', 'trolls', 'lbm', 'loser', 'daw', 'yung', 'nag-iisang', 'babae', 'gyera', 'si', 'lbm', 'kasi', 'balls', 'nothing', 'butlog', 'ekis...the', 'biggest', 'fucking', 'loser', 'periodt']",Hate,0.9999797344207764
bullying bbm dds years binully si vp tuwang tuwa lutang tanga bobo wlang alam sabaw kabit bayaran puppet pakangkang pakantot wlang magandang sinabihan magpakamatay bullying tlga ha,"['bullying', 'bbm', 'dds', 'years', 'binully', 'si', 'vp', 'tuwang', 'tuwa', 'lutang', 'tanga', 'bobo', 'wlang', 'alam', 'sabaw', 'kabit', 'bayaran', 'puppet', 'pakangkang', 'pakantot', 'wlang', 'magandang', 'sinabihan', 'magpakamatay', 'bullying', 'tlga', 'ha']",Hate,0.9999711513519287
ata getss bardagulan filipino subject ba kayo gago kayo nag-aral ba kayo araling panlipunan subject niyo gago niyo ba inaral namuno si bansang,"['ata', 'getss', 'bardagulan', 'filipino', 'subject', 'ba', 'kayo', 'gago', 'kayo', 'nag-aral', 'ba', 'kayo', 'araling', 'panlipunan', 'subject', 'niyo', 'gago', 'niyo', 'ba', 'inaral', 'namuno', 'si', 'bansang']",Hate,0.9999628067016602
panu masasabi magnanakaw eh mahirap mong presidente magnakaw wag kang ipokrito eh utak terorista pumapatay nga kayong npa terorista inosente pagnanakaw di utot gago,"['panu', 'masasabi', 'magnanakaw', 'eh', 'mahirap', 'mong', 'presidente', 'magnakaw', 'wag', 'kang', 'ipokrito', 'eh', 'utak', 'terorista', 'pumapatay', 'nga', 'kayong', 'npa', 'terorista', 'inosente', 'pagnanakaw', 'di', 'utot', 'gago']",Hate,0.9999513030052185
wag mong gawing parang tanga lang..hindi duwag prrd nakikipag kaibigan sya matalino s'ya mahal nya pilipinas tingin malakas pilipinas pag dating china puro kayo palaban palibhasa bobo si,"['wag', 'mong', 'gawing', 'parang', 'tanga', 'lang..hindi', 'duwag', 'prrd', 'nakikipag', 'kaibigan', 'sya', 'matalino', ""s'ya"", 'mahal', 'nya', 'pilipinas', 'tingin', 'malakas', 'pilipinas', 'pag', 'dating', 'china', 'puro', 'kayo', 'palaban', 'palibhasa', 'bobo', 'si']",Hate,0.9999380111694336
baket yung tumutugtog gago kala ineendorso sya maharlika,"['baket', 'yung', 'tumutugtog', 'gago', 'kala', 'ineendorso', 'sya', 'maharlika']",Hate,0.9999276399612427
believe hc flag si lucien bobo tanga president chour,"['believe', 'hc', 'flag', 'si', 'lucien', 'bobo', 'tanga', 'president', 'chour']",Hate,0.9999062418937683
gago diay gago,"['gago', 'diay', 'gago']",Hate,0.9998726844787598
kabobohan fyi bobo maniwala katotohanang gawa gawa feeling know nyong pag-iisip,"['kabobohan', 'fyi', 'bobo', 'maniwala', 'katotohanang', 'gawa', 'gawa', 'feeling', 'know', 'nyong', 'pag-iisip']",Hate,0.9998459815979004
sana lang umattend debate tutal putak putak jan ba idol mong magnanakaw ooopss si yung sinsabi wag assuming,"['sana', 'lang', 'umattend', 'debate', 'tutal', 'putak', 'putak', 'jan', 'ba', 'idol', 'mong', 'magnanakaw', 'ooopss', 'si', 'yung', 'sinsabi', 'wag', 'assuming']",Hate,0.9998338222503662
ilabas utak kodigo hahaha labanan utak utak talino talino meron di puro script daldal saysay,"['ilabas', 'utak', 'kodigo', 'hahaha', 'labanan', 'utak', 'utak', 'talino', 'talino', 'meron', 'di', 'puro', 'script', 'daldal', 'saysay']",Hate,0.9997805953025818
"grabe tong kakampwet kat sen loren legarda pota kau tao ba kayo demonyo belt kau!kya hate kau majority eh nakakahiya tlaga kau,jusko po prang natutuwa kpa pinag gagawa kulto","['grabe', 'tong', 'kakampwet', 'kat', 'sen', 'loren', 'legarda', 'pota', 'kau', 'tao', 'ba', 'kayo', 'demonyo', 'belt', 'kau!kya', 'hate', 'kau', 'majority', 'eh', 'nakakahiya', 'tlaga', 'kau,jusko', 'po', 'prang', 'natutuwa', 'kpa', 'pinag', 'gagawa', 'kulto']",Hate,0.9997681975364685
pota ba nadeklara nyan ulol,"['pota', 'ba', 'nadeklara', 'nyan', 'ulol']",Hate,0.9997662305831909
"athletes supports group desparate desire win thus wanted everything identified i,e dogs cats fish doctors artist ect ect ect tsk tsk tsk","['athletes', 'supports', 'group', 'desparate', 'desire', 'win', 'thus', 'wanted', 'everything', 'identified', 'i,e', 'dogs', 'cats', 'fish', 'doctors', 'artist', 'ect', 'ect', 'ect', 'tsk', 'tsk', 'tsk']",Hate,0.9997643232345581
first day covid pandemic via hrs nagtatrabaho si vpl yung nag sign language habol bilis maam tas pang kakatawan tulong nya hoy mahiya naman kayo utak nyo,"['first', 'day', 'covid', 'pandemic', 'via', 'hrs', 'nagtatrabaho', 'si', 'vpl', 'yung', 'nag', 'sign', 'language', 'habol', 'bilis', 'maam', 'tas', 'pang', 'kakatawan', 'tulong', 'nya', 'hoy', 'mahiya', 'naman', 'kayo', 'utak', 'nyo']",Hate,0.9997053742408752
