Token,TFIDF_Value
aabutin,6.995207533386816
nahiya,6.995207533386816
nagsasalita,6.995207533386816
nagsimula,6.995207533386816
nagtago,6.995207533386816
nagtataka,6.995207533386816
nagtatrabaho,6.995207533386816
nagtotorture,6.995207533386816
nagtutulak,6.995207533386816
nahagip,6.995207533386816
nahehelo,6.995207533386816
nahihiya,6.995207533386816
nahimlay,6.995207533386816
naidulot,6.995207533386816
nagbo-bomb,6.995207533386816
naiisip,6.995207533386816
nailalabas,6.995207533386816
naipaliwanag,6.995207533386816
naipanalo,6.995207533386816
naka,6.995207533386816
naka-move,6.995207533386816
nakabuntis,6.995207533386816
nakagraduate,6.995207533386816
nakaka-drain,6.995207533386816
nakakaalam,6.995207533386816
nakakabahala,6.995207533386816
nagsasabing,6.995207533386816
nagsabay,6.995207533386816
nagreklamo,6.995207533386816
nagpatayo,6.995207533386816
nagbubulag-bulagan,6.995207533386816
nagcomment,6.995207533386816
nagdeclare,6.995207533386816
nagdisown,6.995207533386816
nagfile,6.995207533386816
naggagaling,6.995207533386816
naghihirap,6.995207533386816
naghold,6.995207533386816
nagiging,6.995207533386816
nagka,6.995207533386816
nagkakalat,6.995207533386816
nagkamali,6.995207533386816
naglalabas,6.995207533386816
naglingkod,6.995207533386816
naglipana,6.995207533386816
nagmamalenis,6.995207533386816
nagmana,6.995207533386816
nagmumukha,6.995207533386816
nagopya,6.995207533386816
nagpalit,6.995207533386816
nagpamemeeting,6.995207533386816
nagpapakalat,6.995207533386816
nagpaplano,6.995207533386816
nakakaduda,6.995207533386816
nakakakita,6.995207533386816
nakakaloka,6.995207533386816
namimilit,6.995207533386816
namuno,6.995207533386816
nananaig,6.995207533386816
nananakit,6.995207533386816
nandaya,6.995207533386816
nangangailangan,6.995207533386816
nanggigigil,6.995207533386816
nanguna,6.995207533386816
naninira,6.995207533386816
naniniwalang,6.995207533386816
nanunupil,6.995207533386816
napadakip,6.995207533386816
napagtagumpayan,6.995207533386816
napahiya,6.995207533386816
napakatanga,6.995207533386816
napakinabangan,6.995207533386816
napakulong,6.995207533386816
naparami,6.995207533386816
napawi,6.995207533386816
napunta,6.995207533386816
naramdaman,6.995207533386816
narating,6.995207533386816
narealize,6.995207533386816
narrative,6.995207533386816
namjoon,6.995207533386816
names,6.995207533386816
nakakarinig,6.995207533386816
nameng,6.995207533386816
nakakasuka,6.995207533386816
nakakatawa,6.995207533386816
nakakatouch,6.995207533386816
nakakaunawa,6.995207533386816
nakalaban,6.995207533386816
nakalagay,6.995207533386816
nakapag,6.995207533386816
nakapasok,6.995207533386816
nakaraan,6.995207533386816
nakatapos,6.995207533386816
nakatatak,6.995207533386816
