Tweet,Tokens,Label,Prediction
please watch let's attract manifest vice president president republic president absolutely excited presidential inauguration,"['please', 'watch', ""let's"", 'attract', 'manifest', 'vice', 'president', 'president', 'republic', 'president', 'absolutely', 'excited', 'presidential', 'inauguration']",Non-hate,1.0
president cutie,"['president', 'cutie']",Non-hate,1.0
pag-asa yung tumutulak mangarap dulo kadiliman kaliwanagan pag-asa nagtutulak sa'tin natin lumiliwanag liliwanag ngayong darating halalan tatanglaw buong bayan ilaw tahanan vp,"['pag-asa', 'yung', 'tumutulak', 'mangarap', 'dulo', 'kadiliman', 'kaliwanagan', 'pag-asa', 'nagtutulak', ""sa'tin"", 'natin', 'lumiliwanag', 'liliwanag', 'ngayong', 'darating', 'halalan', 'tatanglaw', 'buong', 'bayan', 'ilaw', 'tahanan', 'vp']",Non-hate,1.0
true leaders show darating po best job woman vp,"['true', 'leaders', 'show', 'darating', 'po', 'best', 'job', 'woman', 'vp']",Non-hate,1.0
madam president maria leonor gerona cutie true leaders show-up man-up po darating best job woman,"['madam', 'president', 'maria', 'leonor', 'gerona', 'cutie', 'true', 'leaders', 'show-up', 'man-up', 'po', 'darating', 'best', 'job', 'woman']",Non-hate,1.0
president cutie,"['president', 'cutie']",Non-hate,1.0
president cutie,"['president', 'cutie']",Non-hate,1.0
gobyernong tapat angat buhay si gian rayela bottom nakiki-isa pagsuporta kay vice president senator kiko pangilinan kasama tropa senatorial slate bayan matagal nating pinapangarap tara samahanninyo kulayan,"['gobyernong', 'tapat', 'angat', 'buhay', 'si', 'gian', 'rayela', 'bottom', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'kasama', 'tropa', 'senatorial', 'slate', 'bayan', 'matagal', 'nating', 'pinapangarap', 'tara', 'samahanninyo', 'kulayan']",Non-hate,1.0
gobyernong tapat angat buhay i'm coco average pinoy nakiki-isa pagsuporta kay vice president senator kiko pangilinan tara samahan ninyo kulayan rosas kinabukasan,"['gobyernong', 'tapat', 'angat', 'buhay', ""i'm"", 'coco', 'average', 'pinoy', 'nakiki-isa', 'pagsuporta', 'kay', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'tara', 'samahan', 'ninyo', 'kulayan', 'rosas', 'kinabukasan']",Non-hate,1.0
sigurado kay vp sen kiko pangilinan darating kiko siguradong pipiliin tayong pilipino balota kiko kasama gobyernong tapat angat buhay,"['sigurado', 'kay', 'vp', 'sen', 'kiko', 'pangilinan', 'darating', 'kiko', 'siguradong', 'pipiliin', 'tayong', 'pilipino', 'balota', 'kiko', 'kasama', 'gobyernong', 'tapat', 'angat', 'buhay']",Non-hate,1.0
