Token,TFIDF_Value
Nationwide,6.354224998486333
opportunism,6.354224998486333
p.m,6.354224998486333
ovp,6.354224998486333
overturn,6.354224998486333
outside,6.354224998486333
outnumbers,6.354224998486333
otherwise,6.354224998486333
original,6.354224998486333
organizations,6.354224998486333
oras,6.354224998486333
opted,6.354224998486333
opposition's,6.354224998486333
ooout,6.354224998486333
pag-abot,6.354224998486333
ominous,6.354224998486333
old,6.354224998486333
okasyon,6.354224998486333
ohhh,6.354224998486333
oh,6.354224998486333
ogie,6.354224998486333
og,6.354224998486333
ofws,6.354224998486333
officials,6.354224998486333
offered,6.354224998486333
odron,6.354224998486333
padilla,6.354224998486333
pag-asenso,6.354224998486333
nutshell,6.354224998486333
pagpunta,6.354224998486333
pamasahe,6.354224998486333
pamantasan,6.354224998486333
pamahalaan,6.354224998486333
paliwanagan,6.354224998486333
palipat-lipat,6.354224998486333
pakitandaan,6.354224998486333
paki,6.354224998486333
painting,6.354224998486333
pagtutulungan,6.354224998486333
pagsuporta,6.354224998486333
pagresolba,6.354224998486333
pagpapatibay,6.354224998486333
pag-create,6.354224998486333
pagpapalakas,6.354224998486333
paglipat-lipat,6.354224998486333
pagkapangulo,6.354224998486333
pagkakataon,6.354224998486333
pagka-pangulo,6.354224998486333
paghahanap,6.354224998486333
pagha-house-to-house,6.354224998486333
pagdating,6.354224998486333
pagbabago,6.354224998486333
pag-respeto,6.354224998486333
pag-iisa,6.354224998486333
oct,6.354224998486333
nullification,6.354224998486333
pamilyang,6.354224998486333
nangangailangan,6.354224998486333
nation,6.354224998486333
naririnig,6.354224998486333
nararapat,6.354224998486333
napupuna,6.354224998486333
napost,6.354224998486333
napanood,6.354224998486333
napaka-sinsero,6.354224998486333
napaka-habang,6.354224998486333
napabayaan,6.354224998486333
napa-wow,6.354224998486333
nangibabaw,6.354224998486333
nangangahulugan,6.354224998486333
natutulog,6.354224998486333
nanay,6.354224998486333
nanakaw,6.354224998486333
namin.thank,6.354224998486333
namern,6.354224998486333
namen,6.354224998486333
name,6.354224998486333
nalang,6.354224998486333
nakikipagpulong,6.354224998486333
nakatuon,6.354224998486333
nakashade,6.354224998486333
nakaramdam,6.354224998486333
nationalist,6.354224998486333
natutunan,6.354224998486333
nugon,6.354224998486333
nightmare,6.354224998486333
ntf-elcac,6.354224998486333
noticed,6.354224998486333
noticeably,6.354224998486333
notable,6.354224998486333
non-stop,6.354224998486333
non-neutral,6.354224998486333
nkklk,6.354224998486333
nixes,6.354224998486333
nitong,6.354224998486333
ninyo,6.354224998486333
nina,6.354224998486333
nica,6.354224998486333
nawi-weaken,6.354224998486333
ngaa,6.354224998486333
