Tweet,Tokens,Label,Prediction
watch here's highlights day iloilo holds campaign rally sta barbara ferdinand uniteam hold miting avance guimbal iloilo,"['watch', ""here's"", 'highlights', 'day', 'iloilo', 'holds', 'campaign', 'rally', 'sta', 'barbara', 'ferdinand', 'uniteam', 'hold', 'miting', 'avance', 'guimbal', 'iloilo']",Neutral,0.9999979734420776
bu-usc endorses robredo-pangilinan tandem university student council usc bicol university bu issued official endorsement electoral bids vice president senator kiko pangilinan via,"['bu-usc', 'endorses', 'robredo-pangilinan', 'tandem', 'university', 'student', 'council', 'usc', 'bicol', 'university', 'bu', 'issued', 'official', 'endorsement', 'electoral', 'bids', 'vice', 'president', 'senator', 'kiko', 'pangilinan', 'via']",Neutral,0.999977707862854
grand pasasalamat vp tropang angat paz plaza photos,"['grand', 'pasasalamat', 'vp', 'tropang', 'angat', 'paz', 'plaza', 'photos']",Neutral,0.9999669790267944
get know closer presidential candidates get know latest news facts questions promises career highlights panfilo,"['get', 'know', 'closer', 'presidential', 'candidates', 'get', 'know', 'latest', 'news', 'facts', 'questions', 'promises', 'career', 'highlights', 'panfilo']",Neutral,0.9999343156814575
look presidential bet vp returns iloilo city thank supporters last push presidential campaign tuesday via tara yap,"['look', 'presidential', 'bet', 'vp', 'returns', 'iloilo', 'city', 'thank', 'supporters', 'last', 'push', 'presidential', 'campaign', 'tuesday', 'via', 'tara', 'yap']",Neutral,0.999914288520813
photos presidential candidate vp people's council convention held dinggoy roxas civic center roxas city capiz tuesday feb vplr media bureau,"['photos', 'presidential', 'candidate', 'vp', ""people's"", 'council', 'convention', 'held', 'dinggoy', 'roxas', 'civic', 'center', 'roxas', 'city', 'capiz', 'tuesday', 'feb', 'vplr', 'media', 'bureau']",Neutral,0.9998906850814819
leni-kiko accompanied presidential aspirant senator kiko pangilinan files certificate candidacy vice president friday october photos angie silva/rappler,"['leni-kiko', 'accompanied', 'presidential', 'aspirant', 'senator', 'kiko', 'pangilinan', 'files', 'certificate', 'candidacy', 'vice', 'president', 'friday', 'october', 'photos', 'angie', 'silva/rappler']",Neutral,0.9998899698257446
thousands kakampinks gathered saturday heart makati city's central business district mount last show force vice president robredo's presidential campaign full story,"['thousands', 'kakampinks', 'gathered', 'saturday', 'heart', 'makati', ""city's"", 'central', 'business', 'district', 'mount', 'last', 'show', 'force', 'vice', 'president', ""robredo's"", 'presidential', 'campaign', 'full', 'story']",Neutral,0.9998632669448853
think realistic economist emmanuel leyco pamantasan lungsod maynila says presidential bet promise lowering price rice per kilogram doable leyco tells watch,"['think', 'realistic', 'economist', 'emmanuel', 'leyco', 'pamantasan', 'lungsod', 'maynila', 'says', 'presidential', 'bet', 'promise', 'lowering', 'price', 'rice', 'per', 'kilogram', 'doable', 'leyco', 'tells', 'watch']",Neutral,0.9998347759246826
reporter's review lian buan via,"[""reporter's"", 'review', 'lian', 'buan', 'via']",Neutral,0.9998056292533875
sen running mate vicente sotto iii set talk senatorial lineup also clarified drop remove former vice president jejomar binay sen richard gordon slate,"['sen', 'running', 'mate', 'vicente', 'sotto', 'iii', 'set', 'talk', 'senatorial', 'lineup', 'also', 'clarified', 'drop', 'remove', 'former', 'vice', 'president', 'jejomar', 'binay', 'sen', 'richard', 'gordon', 'slate']",Neutral,0.9997707009315491
