Token,TFIDF_Value
aagos,6.0530560099802075
napakababang,6.0530560099802075
nasabing,6.0530560099802075
natasha,6.0530560099802075
nation,6.0530560099802075
nation's,6.0530560099802075
natulungan,6.0530560099802075
neck,6.0530560099802075
need,6.0530560099802075
negosyo,6.0530560099802075
never,6.0530560099802075
news,6.0530560099802075
ngalan,6.0530560099802075
nicdao,6.0530560099802075
nicole,6.0530560099802075
night,6.0530560099802075
nina,6.0530560099802075
ninyong,6.0530560099802075
nitong,6.0530560099802075
non,6.0530560099802075
nursing,6.0530560099802075
nynn,6.0530560099802075
nyo,6.0530560099802075
nyong,6.0530560099802075
obvious,6.0530560099802075
offering,6.0530560099802075
og,6.0530560099802075
oh-oh,6.0530560099802075
okay,6.0530560099802075
omg,6.0530560099802075
onate,6.0530560099802075
narinig,6.0530560099802075
nanguna,6.0530560099802075
orbit,6.0530560099802075
nangangailangan,6.0530560099802075
months,6.0530560099802075
moots,6.0530560099802075
moving,6.0530560099802075
mukha,6.0530560099802075
muling,6.0530560099802075
multistan,6.0530560099802075
mumshie,6.0530560099802075
musicians,6.0530560099802075
musunod,6.0530560099802075
na_na,6.0530560099802075
nadine,6.0530560099802075
nafeel,6.0530560099802075
nag-alisan,6.0530560099802075
nagsisilbing,6.0530560099802075
nagtutulak,6.0530560099802075
naiiyak,6.0530560099802075
nakakapagod,6.0530560099802075
nakakulong,6.0530560099802075
nakatayo,6.0530560099802075
nakatulong,6.0530560099802075
nako,6.0530560099802075
nako-convert,6.0530560099802075
nalang,6.0530560099802075
naloloka,6.0530560099802075
naming,6.0530560099802075
nananawagan,6.0530560099802075
nanay,6.0530560099802075
nandito,6.0530560099802075
nang,6.0530560099802075
opportunity,6.0530560099802075
order,6.0530560099802075
protect,6.0530560099802075
pinakabagong,6.0530560099802075
pinapangarap.tara,6.0530560099802075
pinky,6.0530560099802075
pipiliin,6.0530560099802075
piso,6.0530560099802075
place,6.0530560099802075
plane,6.0530560099802075
platforms,6.0530560099802075
pledges,6.0530560099802075
podcast,6.0530560099802075
politician,6.0530560099802075
pong,6.0530560099802075
power,6.0530560099802075
prayer,6.0530560099802075
pre-service,6.0530560099802075
predict,6.0530560099802075
preference,6.0530560099802075
preferences,6.0530560099802075
premonition,6.0530560099802075
preparedness,6.0530560099802075
pres.leni,6.0530560099802075
presdint,6.0530560099802075
president's,6.0530560099802075
presidente.god,6.0530560099802075
presidentiable,6.0530560099802075
presidentiables,6.0530560099802075
presindente,6.0530560099802075
press,6.0530560099802075
priceless,6.0530560099802075
proactive,6.0530560099802075
pinakamagandang,6.0530560099802075
pilipina,6.0530560099802075
oscar,6.0530560099802075
pilipanas,6.0530560099802075
otw,6.0530560099802075
overseas,6.0530560099802075
pa-sona,6.0530560099802075
paet,6.0530560099802075
paganda,6.0530560099802075
pagkakaisa,6.0530560099802075
pagkakakilanlan,6.0530560099802075
pagmamahal,6.0530560099802075
pagpayag,6.0530560099802075
pagtindig,6.0530560099802075
palasyo,6.0530560099802075
paltrow,6.0530560099802075
panaligan,6.0530560099802075
pang,6.0530560099802075
pangilinan's,6.0530560099802075
panglao,6.0530560099802075
papalapit,6.0530560099802075
papasok,6.0530560099802075
party,6.0530560099802075
passion,6.0530560099802075
past,6.0530560099802075
patabain,6.0530560099802075
patriarchal,6.0530560099802075
patuloy,6.0530560099802075
payanigin,6.0530560099802075
periodt,6.0530560099802075
perlas,6.0530560099802075
peryodista,6.0530560099802075
ph,6.0530560099802075
moncada,6.0530560099802075
mom,6.0530560099802075
model,6.0530560099802075
lider-estudyante,6.0530560099802075
lifting,6.0530560099802075
like..but,6.0530560099802075
likes,6.0530560099802075
liliwanag,6.0530560099802075
limandaang,6.0530560099802075
litratong,6.0530560099802075
livestreamer,6.0530560099802075
local,6.0530560099802075
lolly,6.0530560099802075
loob,6.0530560099802075
look,6.0530560099802075
looking,6.0530560099802075
looks,6.0530560099802075
lopez,6.0530560099802075
louie,6.0530560099802075
louis,6.0530560099802075
loved,6.0530560099802075
lover,6.0530560099802075
lowkey,6.0530560099802075
lpph,6.0530560099802075
lss,6.0530560099802075
luckie,6.0530560099802075
lumiliwanag,6.0530560099802075
lupit,6.0530560099802075
lustre,6.0530560099802075
ma-realize,6.0530560099802075
maam,6.0530560099802075
mabuhy,6.0530560099802075
mabuti,6.0530560099802075
lifetime,6.0530560099802075
lgbtqia,6.0530560099802075
mmk,6.0530560099802075
lenlenloser,6.0530560099802075
kolehiyo,6.0530560099802075
komunikasyon,6.0530560099802075
koraspyon,6.0530560099802075
kulay,6.0530560099802075
