Tweet,Tokens,Label,Prediction
look presidential bet ferdinand spokesperson atty vic rodriquez issues statement gratitude iglesia cristo following endorsement marcos-duterte tandem tuesday atty vic rodriguez/fb,"['look', 'presidential', 'bet', 'ferdinand', 'spokesperson', 'atty', 'vic', 'rodriquez', 'issues', 'statement', 'gratitude', 'iglesia', 'cristo', 'following', 'endorsement', 'marcos-duterte', 'tandem', 'tuesday', 'atty', 'vic', 'rodriguez/fb']",Neutral,0.9192395806312561
watch says decision run president difficult one make also daughters like siblings know respond duty calls get live updates,"['watch', 'says', 'decision', 'run', 'president', 'difficult', 'one', 'make', 'also', 'daughters', 'like', 'siblings', 'know', 'respond', 'duty', 'calls', 'get', 'live', 'updates']",Neutral,0.8772650957107544
tv host vice ganda sings rosas vp via,"['tv', 'host', 'vice', 'ganda', 'sings', 'rosas', 'vp', 'via']",Neutral,0.8644658327102661
vice president senator kiko pangilinan set conclude three-month nationwide campaign via miting avance naga city makati city,"['vice', 'president', 'senator', 'kiko', 'pangilinan', 'set', 'conclude', 'three-month', 'nationwide', 'campaign', 'via', 'miting', 'avance', 'naga', 'city', 'makati', 'city']",Neutral,0.8478008508682251
presidential bet vp says ph use arbitral victory leverage china leading asean nations forging binding code conduct south china sea,"['presidential', 'bet', 'vp', 'says', 'ph', 'use', 'arbitral', 'victory', 'leverage', 'china', 'leading', 'asean', 'nations', 'forging', 'binding', 'code', 'conduct', 'south', 'china', 'sea']",Neutral,0.8357272148132324
harapan march via,"['harapan', 'march', 'via']",Neutral,0.8288031220436096
ptv interview march ruel via,"['ptv', 'interview', 'march', 'ruel', 'via']",Neutral,0.8286440968513489
presidential candidate says willing release statement assets liabilities net worth saln public presidential debate hosted smni,"['presidential', 'candidate', 'says', 'willing', 'release', 'statement', 'assets', 'liabilities', 'net', 'worth', 'saln', 'public', 'presidential', 'debate', 'hosted', 'smni']",Neutral,0.8270257115364075
vice president senator say favor same-sex civil unions senator maintains read,"['vice', 'president', 'senator', 'say', 'favor', 'same-sex', 'civil', 'unions', 'senator', 'maintains', 'read']",Neutral,0.826166033744812
bukas election kiko pangilinan bal0ta,"['bukas', 'election', 'kiko', 'pangilinan', 'bal0ta']",Neutral,0.8001906275749207
presidential aspirant second comelec debates sunday said many politicians party-lists follow agenda benefits interest capitalists elitists live updates,"['presidential', 'aspirant', 'second', 'comelec', 'debates', 'sunday', 'said', 'many', 'politicians', 'party-lists', 'follow', 'agenda', 'benefits', 'interest', 'capitalists', 'elitists', 'live', 'updates']",Neutral,0.800020158290863
tuktok presidential aspirant challenged voters seeking change vote leader coming labor sector live updates,"['tuktok', 'presidential', 'aspirant', 'challenged', 'voters', 'seeking', 'change', 'vote', 'leader', 'coming', 'labor', 'sector', 'live', 'updates']",Neutral,0.7932834625244141
vice president running mate sen kiko pangilinan appealed supporters tuesday help counter disinformation online days left campaign period elections,"['vice', 'president', 'running', 'mate', 'sen', 'kiko', 'pangilinan', 'appealed', 'supporters', 'tuesday', 'help', 'counter', 'disinformation', 'online', 'days', 'left', 'campaign', 'period', 'elections']",Neutral,0.7919533848762512
aerial shots pm marcos-sara duterte uniteam luzon miting avance lakas-cmd,"['aerial', 'shots', 'pm', 'marcos-sara', 'duterte', 'uniteam', 'luzon', 'miting', 'avance', 'lakas-cmd']",Neutral,0.7835264205932617
tatanglaw bayan ilaw tahanan,"['tatanglaw', 'bayan', 'ilaw', 'tahanan']",Neutral,0.7834790945053101
pinabulaanan presidential candidate bali-balitang sinibak lacson-sotto senatorial lineup sina ex-vp jejomar binay sen richard gordon,"['pinabulaanan', 'presidential', 'candidate', 'bali-balitang', 'sinibak', 'lacson-sotto', 'senatorial', 'lineup', 'sina', 'ex-vp', 'jejomar', 'binay', 'sen', 'richard', 'gordon']",Neutral,0.7812221646308899
robredo.https://t.co/aivbguucbp,['robredo.https://t.co/aivbguucbp'],Neutral,0.7750769853591919
insults vice president presidential candidate ask attend,"['insults', 'vice', 'president', 'presidential', 'candidate', 'ask', 'attend']",Neutral,0.7727492451667786
presidential candidate seeks passage law banning political butterfly,"['presidential', 'candidate', 'seeks', 'passage', 'law', 'banning', 'political', 'butterfly']",Neutral,0.7695720791816711
vice president presidential bet cnn philippines presidential debate held ust manila photos vp media bureau,"['vice', 'president', 'presidential', 'bet', 'cnn', 'philippines', 'presidential', 'debate', 'held', 'ust', 'manila', 'photos', 'vp', 'media', 'bureau']",Neutral,0.7648571729660034
look pres'l aspirant delivers introductory speech smni's pres'l debate stressed need strengthen agriculture tourism industries follow thread speeches answers via,"['look', ""pres'l"", 'aspirant', 'delivers', 'introductory', 'speech', ""smni's"", ""pres'l"", 'debate', 'stressed', 'need', 'strengthen', 'agriculture', 'tourism', 'industries', 'follow', 'thread', 'speeches', 'answers', 'via']",Neutral,0.7587543725967407
th president,"['th', 'president']",Neutral,0.7584624290466309
presidential aspirant vp running independent candidate nag-resign liberal party running independent symbolic way showing bukas makipag-alyansa maraming partido,"['presidential', 'aspirant', 'vp', 'running', 'independent', 'candidate', 'nag-resign', 'liberal', 'party', 'running', 'independent', 'symbolic', 'way', 'showing', 'bukas', 'makipag-alyansa', 'maraming', 'partido']",Neutral,0.7566584944725037
presidential aspirant vp running independent candidate nag-resign liberal party running independent symbolic way showing bukas makipag-alyansa maraming partido,"['presidential', 'aspirant', 'vp', 'running', 'independent', 'candidate', 'nag-resign', 'liberal', 'party', 'running', 'independent', 'symbolic', 'way', 'showing', 'bukas', 'makipag-alyansa', 'maraming', 'partido']",Neutral,0.7566584944725037
hashtags trended twitter vice president announced presidential bid elections thursday oct read,"['hashtags', 'trended', 'twitter', 'vice', 'president', 'announced', 'presidential', 'bid', 'elections', 'thursday', 'oct', 'read']",Neutral,0.7544500827789307
ngayong darating halalan tatanglaw buong bayan ilaw tahanan,"['ngayong', 'darating', 'halalan', 'tatanglaw', 'buong', 'bayan', 'ilaw', 'tahanan']",Neutral,0.7450680732727051
presidential aspirant vice president says candidates attend participate debates show respect voters,"['presidential', 'aspirant', 'vice', 'president', 'says', 'candidates', 'attend', 'participate', 'debates', 'show', 'respect', 'voters']",Neutral,0.7433598637580872
